track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,num_artists,release_type
La découverte - Part 1,Éric Serra,spotify:track:7a7TkeZV3ayLuqOUsF4hW3,0.394,0.183,0,-17.348,1,0.0475,0.964,0.865,0.111,0.328,207.505,214587,5,47.69944,9,0,1,album
Surfing with the Alien,Joe Satriani,spotify:track:2ekfM9Dcslm7l9Lh7HGT0i,0.392,0.936,5,-6.532,1,0.0849,0.000221,0.839,0.407,0.564,167.333,266387,4,52.18739,9,0,1,album
The Blues Come Around,Hank Williams,spotify:track:2xWIcHVZeSttW41kCq4VBj,0.58,0.481,0,-11.289,1,0.0329,0.871,0.0,0.137,0.928,178.274,163387,4,25.65828,10,0,2,album
She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),spotify:track:7BdXRaSlGAzhySfuW3y8h5,0.586,0.331,4,-14.677,0,0.0295,0.256,1.67e-05,0.18,0.223,124.915,232907,4,40.31709,10,1,2,compilation
Cannibal Song,Ministry,spotify:track:3vgEjscs7IcDPJ0t6IpXQN,0.642,0.879,1,-11.825,1,0.0284,1.46e-05,0.724,0.887,0.245,107.84,370333,4,96.46858,13,0,1,album
Body Language,Queen,spotify:track:3vbJYObr73CV6nRtvk5cHf,0.831,0.369,1,-15.627,1,0.0819,0.0268,0.00429,0.098,0.398,132.519,272640,4,40.99937,11,1,1,compilation
I Only Wanna Be With You,Samantha Fox,spotify:track:22OUIfVCLTDQOlhbYGENnw,0.639,0.88,2,-4.285,0,0.0401,0.165,2.06e-05,0.0512,0.962,130.212,164227,4,71.13508,6,1,1,album
Nothing In Common,Thompson Twins,spotify:track:0vOZXhJDZDleiv824Wz0jW,0.673,0.701,4,-6.164,0,0.0368,0.412,1.33e-06,0.219,0.617,119.918,208267,4,32.98452,12,1,1,compilation
The Emperors Fields,Éric Serra,spotify:track:5dMYVmubsrMHjOFQDRFuDP,0.149,0.273,5,-7.124,1,0.0377,0.0183,4.46e-06,0.192,0.248,175.268,124107,4,46.09218,8,0,1,album
I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,spotify:track:2XgDgIsVUOt9Lov5G4Wruy,0.717,0.837,4,-5.49,1,0.0456,0.264,0.0,0.235,0.68,107.989,238000,4,26.93319,12,1,2,compilation
Music For A Found Harmonium - 2008 Digital Remaster,Penguin Cafe Orchestra,spotify:track:4Nf4pScvTosqe9xz0FCBui,0.382,0.225,0,-12.962,1,0.0459,0.915,0.921,0.05,0.103,97.045,219733,4,30.63965,9,0,1,album
Sold Me Down The River,The Alarm,spotify:track:6jQWsLWbohIOK83MotZ9y7,0.632,0.815,2,-7.81,1,0.0312,0.0329,0.0,0.0403,0.687,113.273,250729,4,42.22845,14,1,1,album
Remote Control,The Reddings,spotify:track:7jOeDXQvqfu2ZLp7lYwOy8,0.825,0.712,0,-6.877,1,0.0502,0.103,8.86e-06,0.236,0.87,117.475,307947,4,42.09139,16,1,1,album
Frenesi,Artie Shaw,spotify:track:5Mt5Q5J5mDFIKs4r2HRQsT,0.487,0.178,10,-16.131,1,0.0606,0.924,0.492,0.103,0.681,150.671,186507,4,31.21542,11,0,1,album
Mary's Prayer,Danny Wilson,spotify:track:6G3afsR0udhKnAU0Tut25j,0.682,0.571,0,-13.139,1,0.0367,0.235,0.0,0.116,0.657,135.109,234467,4,57.2465,8,1,1,album
Ride Like The Wind,Christopher Cross,spotify:track:7gUMShP1l20tC0xf17Zplk,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507,4,34.36297,10,1,1,album
Eje Nlo Gba Ara Mi,King Sunny Ade,spotify:track:01yqvbTcS8yVeeIgZZDecW,0.469,0.406,4,-16.994,1,0.039,0.166,0.0615,0.0668,0.736,121.957,434200,4,29.06513,20,0,1,album
Don't Be Cruel,Cheap Trick,spotify:track:6A1MJbqxcHvNcT0u9qMqEP,0.538,0.497,2,-12.068,1,0.0357,0.0747,1.64e-06,0.0713,0.89,168.065,187200,4,17.81467,11,1,1,album
König von Deutschland,Rio Reiser,spotify:track:4Hg99jQ6zjks47xaH8eK40,0.478,0.944,9,-10.555,1,0.0432,0.109,0.0,0.15,0.702,168.134,210827,4,64.09484,8,0,1,album
Darlin' Danielle Don't,Henry Lee Summer,spotify:track:3tdFvLpFGSSjupu6VMvrNl,0.342,0.487,9,-11.273,1,0.0275,0.0816,0.0,0.0786,0.368,108.603,242827,3,42.62046,11,1,1,album
Never As Good As The First Time,Sade,spotify:track:0DTYhzGswUd7RIlfg0W1Uy,0.69,0.819,6,-7.63,0,0.0351,0.245,0.0049,0.0565,0.841,107.762,237560,4,37.40975,9,1,1,compilation
Eenie Meenie,Jeffrey Osborne,spotify:track:0kr4qhkSAiBEOvT1aoBcY6,0.66,0.532,7,-12.418,1,0.081,0.426,0.0,0.117,0.746,76.176,264667,4,84.41149,10,1,1,album
Girl from Ipanema,Dutch Swing College Band,spotify:track:7sVb1DQqAXL2AKZkyJhGgP,0.607,0.348,5,-16.357,1,0.0383,0.468,0.983,0.123,0.822,75.77,147507,4,38.6128,7,0,1,album
Deliver Me from Mine Enemies,Diamanda Galás,spotify:track:08e6U2QpbkKEeguPxKPqvZ,0.195,0.582,11,-16.648,0,0.148,0.771,0.00554,0.659,0.0382,75.974,1157493,4,235.61008,27,0,1,album
"Symphony No. 3, Op. 63: III. Allegro con brio",Malcolm Arnold,spotify:track:0bydb70WFw8Cr6kESU3wZG,0.35,0.192,5,-17.7,1,0.0423,0.904,0.881,0.156,0.169,85.166,411200,4,42.5461,21,0,3,compilation
Je te donne,Jean-Jacques Goldman,spotify:track:55mXuPsEm6aboDIM68RM74,0.459,0.776,0,-5.385,1,0.0359,0.287,0.0,0.159,0.749,122.004,265400,4,41.84142,9,0,2,album
Lazy,Daniel Johnston,spotify:track:13AVvZa7OcT9FqWOLC4ATp,0.374,0.413,5,-9.972,1,0.0341,0.957,0.436,0.174,0.78,89.04,161827,4,49.18715,7,0,1,album
Hard To Say,Dan Fogelberg,spotify:track:0lFIys9PvdEJqTWsS7Ac9y,0.68,0.439,2,-12.381,1,0.0248,0.529,9.33e-05,0.0978,0.653,90.692,237040,4,44.49812,10,1,1,compilation
Foolish Heart,Alison Krauss,spotify:track:617suO8Mpp3XJp3Rn3MKor,0.428,0.347,4,-17.275,1,0.0382,0.675,0.00482,0.112,0.936,207.197,207227,4,34.85952,12,0,1,album
Don't Wait For Heroes,Dennis DeYoung,spotify:track:4qkTU6aGlLm1ZB2fHmBE8Z,0.608,0.751,2,-5.047,1,0.0399,0.413,1.15e-05,0.0632,0.507,140.761,286000,4,29.80956,11,1,1,album
Girl's Got Soul,Indeep,spotify:track:7Isx8ZWC3PSIuy088DVlUD,0.832,0.607,7,-9.336,1,0.0911,0.0682,0.000756,0.0284,0.956,107.239,197016,4,38.72759,11,0,1,album
All I Need To Know,Bette Midler,spotify:track:15SxIrjgS9YOkL49fsEcJK,0.426,0.28,4,-11.255,1,0.03,0.889,0.00851,0.111,0.216,63.298,248987,4,37.31299,10,1,1,album
Lonely Ol' Night,John Mellencamp,spotify:track:0TBMx8wWJkwSEVSOJUn21e,0.634,0.886,9,-3.988,1,0.0329,0.00453,0.00892,0.0397,0.756,126.556,225173,4,27.08234,12,1,1,album
Better Be Home Soon,Crowded House,spotify:track:6ZkJVegUlAcHDMJD01PSyI,0.423,0.556,0,-7.541,1,0.0267,0.245,1.95e-06,0.116,0.386,92.638,187560,4,30.38485,10,1,1,compilation
What Cha' Gonna Do For Me,Chaka Khan,spotify:track:7e176FKv7cq6SG9EXYMLoQ,0.684,0.64,5,-9.906,0,0.0309,0.221,0.0102,0.179,0.777,106.023,234267,4,57.11262,11,1,1,album
So allein,Rio Reiser,spotify:track:2R0W2aejqi4B7OeqSoCQhy,0.836,0.516,9,-17.099,0,0.13,0.503,0.000136,0.138,0.93,139.956,212333,4,56.59873,10,0,1,album
Inside Love (so Personal),George Benson,spotify:track:606ZvsQpqA9IfrbSh8wgz6,0.824,0.562,7,-12.075,1,0.0469,0.0738,1.18e-05,0.113,0.958,117.966,254107,4,17.34497,11,1,1,compilation
Drift - Remastered 2005,Brian Eno,spotify:track:4WLDFjesbUHfZpf2xvnQyK,0.255,0.116,5,-29.308,1,0.0437,0.884,0.894,0.0792,0.0309,69.339,189467,3,59.44303,9,0,1,album
Movin' and Groovin' - Instrumental,Redds And The Boys,spotify:track:21P1Rw5NxMpomOdRXWn6Gi,0.757,0.612,0,-14.501,1,0.0601,0.0155,0.339,0.101,0.869,104.283,435383,4,43.90852,16,0,1,single
I Believe In You,Stryper,spotify:track:6GjZx56DlDIX75KoM4hRf9,0.429,0.483,8,-11.211,1,0.0261,0.157,1.12e-05,0.0775,0.254,77.759,197333,4,38.24505,8,1,1,album
Put A Little Love In Your Heart,Annie Lennox & Al Green,spotify:track:0Zy1yjB9wMfm76pcEF2egT,0.531,0.678,6,-12.841,1,0.0328,0.017,0.0,0.0864,0.798,101.322,229733,4,27.08124,11,1,2,compilation
Hey Ladies,Beastie Boys,spotify:track:5ulZo7nk3MByXLvja3NCAc,0.949,0.728,1,-10.653,1,0.211,0.286,0.0,0.0465,0.795,101.718,227773,4,57.41908,9,1,1,album
All The Kings Horses,The Firm,spotify:track:1W9DHhVwvAjXxuBKIegw0L,0.449,0.467,9,-13.668,0,0.031,0.421,9.48e-05,0.215,0.346,125.642,198467,4,44.74086,7,1,1,album
My One Temptation,Mica Paris,spotify:track:4otkjTT0nQOYq3q1zsdcbS,0.826,0.217,2,-12.694,0,0.0416,0.88,0.0,0.0998,0.401,100.036,273893,4,39.51524,13,1,1,album
I Don't Want A Lover,Texas,spotify:track:000u1dTg7y1XCDXi80hbBX,0.756,0.47,7,-12.615,1,0.0394,0.196,0.000487,0.126,0.43,120.484,300600,4,31.7384,14,1,1,album
Aao Naa,Nazia Hassan,spotify:track:6qumma9u4ZgGXfmX03M26I,0.823,0.428,9,-15.596,1,0.117,0.294,0.209,0.187,0.965,134.427,252680,4,29.50609,14,0,1,album
Heat Of The Moment,Asia,spotify:track:1nmZ8yqKkfooOuYvtFctDp,0.323,0.839,1,-7.35,1,0.0503,0.315,0.000313,0.348,0.543,136.232,227627,4,28.73152,11,1,1,album
The Angels Are Voyeurs,Momus,spotify:track:5erfLB5yqxe0HOWDGAOLtz,0.726,0.288,7,-19.357,1,0.0542,0.181,0.000542,0.0874,0.801,117.82,166600,4,43.83787,8,0,1,album
Save Me,Dave Mason,spotify:track:3NBkUYquW3h5tDBQBnL5hv,0.574,0.925,7,-7.088,1,0.0537,0.0891,0.0,0.113,0.803,111.604,216293,4,25.13552,11,1,1,album
Messiaen : La Nativité du Seigneur : IV Le Verbe,Olivier Messiaen,spotify:track:5KNUvTjcp3KN9I5Fkyx8uX,0.149,0.00648,0,-24.235,1,0.0392,0.0817,0.914,0.331,0.0714,135.304,609080,3,29.1184,31,0,2,album
Luanne,Foreigner,spotify:track:0t7szxjCNe2CCnlmIihHwS,0.6,0.869,2,-5.362,1,0.0411,0.00295,0.0,0.12,0.784,141.133,207493,4,25.46321,11,1,1,album
Slow Dancin',Peabo Bryson,spotify:track:2H9TfClxyfLErQRrQ1OUm8,0.606,0.645,1,-11.953,0,0.0711,0.517,2.84e-06,0.0669,0.814,157.928,234693,4,38.59134,10,1,1,album
Do That To Me One More Time,Captain & Tennille,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,256667,4,42.85219,9,1,1,album
Quelqu'un qui m'ressemble - 2006 Remaster,Étienne Daho,spotify:track:07RURPxANkDBm3b2WSdjT4,0.623,0.881,2,-4.171,1,0.0284,0.0265,0.865,0.131,0.919,109.932,233107,4,46.46781,11,0,1,album
Nos Bailes Da Vida,Milton Nascimento,spotify:track:1OdLHLz73fkZOKvT73z0RJ,0.627,0.347,4,-14.121,0,0.0421,0.799,0.0442,0.141,0.556,143.885,250867,4,18.39577,15,0,2,album
Alles ist richtig,Ton Steine Scherben,spotify:track:1RR8xnEC125r7rhH5JJOZx,0.465,0.804,4,-6.082,1,0.105,0.02,1.15e-06,0.139,0.567,153.857,196013,4,28.19259,11,0,1,album
Philharmonic Concerto Op. 120: I. Intrada,Malcolm Arnold,spotify:track:3L7UaK5rrZNr14YbKlMEvh,0.244,0.202,8,-19.818,1,0.0423,0.918,0.915,0.0637,0.0399,123.578,326027,4,24.09841,13,0,3,compilation
Saudade,Love and Rockets,spotify:track:37tm5jtjlQw3Ji5T6DI2uR,0.42,0.498,2,-10.227,1,0.0315,0.078,0.892,0.257,0.327,135.522,300773,4,90.73756,8,0,1,album
Calling America,Electric Light Orchestra,spotify:track:72eXfQYeBW1KsZEZ4fMnxP,0.645,0.701,2,-9.01,1,0.0315,0.0555,0.037,0.267,0.868,126.517,210533,4,33.3641,12,1,1,album
Thunder And Lightning,Chicago,spotify:track:1UzXMU7Vzi0SXaHJAMyIHd,0.752,0.807,4,-6.124,0,0.0497,0.0964,2.25e-05,0.0605,0.692,122.453,212200,4,32.99939,9,1,1,compilation
Rain Forest,Paul Hardcastle,spotify:track:55428gAARa9OwQAjkd30wZ,0.776,0.703,8,-16.542,0,0.0498,0.00108,0.88,0.352,0.922,125.938,448480,4,44.55212,14,1,1,album
All I Want Is You,Carly Simon,spotify:track:6joaljcemJFCZi5zrg6Zf8,0.68,0.504,5,-14.922,0,0.0265,0.209,2.2e-05,0.118,0.874,126.811,237693,4,47.32382,11,1,1,album
K-Mart Blues,Screeching Weasel,spotify:track:3dOE7KsUbDRk7NbKSDF1cr,0.387,0.958,1,-3.461,0,0.183,0.00245,2.44e-06,0.4,0.58,137.977,56533,4,32.91281,3,0,1,album
Leave A Tender Moment Alone,Billy Joel,spotify:track:4Qw41GUmS4rF7GR3am9Rt6,0.628,0.548,10,-7.507,1,0.0423,0.229,0.0,0.555,0.564,109.92,236707,4,37.74261,12,1,1,album
"Enter ... ""The Family"" / Sand Worm Planet - From The ""Beetlejuice"" Soundtrack",Danny Elfman,spotify:track:5YCaTWI1cPZUb2v14MNclP,0.275,0.076,6,-23.365,0,0.0425,0.92,0.111,0.27,0.0724,77.921,170360,3,34.00737,9,0,1,compilation
Shame,The Motels,spotify:track:2JSnduEwkpqphqYB2kUw4R,0.683,0.653,0,-12.812,1,0.0321,0.0102,2.78e-05,0.235,0.57,117.847,252173,4,34.24575,11,1,1,album
The Princess's Seduction,Nobuo Uematsu,spotify:track:0OUAKpIQSdVI8dhCAKDM8k,0.358,0.291,11,-14.464,0,0.04,0.968,0.915,0.115,0.7,91.213,107133,4,45.63749,5,0,1,album
Je Me Suis Fait Tout Petit,Georges Brassens,spotify:track:0kW9E0TuO9Vk32gSWaRZpD,0.671,0.152,11,-14.363,0,0.104,0.764,6.51e-05,0.117,0.509,125.04,234600,4,38.14854,13,0,1,album
Logos Versus Logo,Gilberto Gil,spotify:track:6w6F7r7sVDtcIACDonvRdF,0.782,0.894,2,-7.516,1,0.0655,0.000723,0.101,0.0239,0.968,122.562,306520,4,23.17932,13,0,1,album
Don't Waste Your Time,Yarbrough & Peoples,spotify:track:6HCAvDSaFft5KL0ozPFgLs,0.71,0.78,7,-8.565,1,0.0511,0.0239,4.79e-05,0.418,0.559,103.884,449960,4,27.83159,19,1,1,album
Since You're Gone,The Cars,spotify:track:7zIjH2tLYxfyn2AAijMQ54,0.618,0.607,0,-8.625,1,0.0299,0.042,0.0277,0.0464,0.545,95.715,213293,4,22.54102,7,1,1,album
The Host Of Seraphim (Remastered),Dead Can Dance,spotify:track:6NfhJnufcldpDimI4UiLof,0.117,0.297,5,-13.086,0,0.0383,0.00655,0.881,0.108,0.0305,57.063,378173,4,46.32067,16,0,1,album
The Dead Heart,Midnight Oil,spotify:track:7nfGP5B3Pc508kEb6zL6r9,0.637,0.759,7,-11.004,1,0.0295,0.0282,0.000386,0.0621,0.686,136.223,311027,4,28.95927,18,1,1,album
Hearts On Fire,Bryan Adams,spotify:track:20HhDn0i0STNmkjgFqmvO5,0.562,0.743,11,-12.132,1,0.0412,0.0277,0.0,0.156,0.703,115.405,210627,4,50.84333,7,1,1,album
Ruffest Gun Ark (DJ Rap Mix),Top Cat,spotify:track:3AvcSYgEcWyrETTSXezc05,0.598,0.927,1,-6.99,1,0.24,0.00606,0.218,0.338,0.722,120.761,323000,5,23.46236,18,0,1,compilation
Thinking Of You,"Earth, Wind & Fire",spotify:track:6DOXo042sAORxIuZV67qKC,0.741,0.837,3,-12.953,1,0.0357,0.117,0.00194,0.127,0.88,116.124,281747,4,40.43965,12,1,1,album
Roupa Nova - Live,Beto Guedes,spotify:track:1XDy5yt7F94jMi5Jc9UlUL,0.612,0.383,9,-19.699,1,0.0323,0.0772,0.00245,0.494,0.769,138.675,206973,4,42.25817,12,0,1,album
Smoky Mountain Rain,Ronnie Milsap,spotify:track:7CX9JYwpiObnYl2NzFqj4c,0.554,0.577,7,-8.62,1,0.0282,0.0165,2.91e-05,0.0719,0.479,140.277,223293,4,41.3114,8,1,1,compilation
Heart Don't Lie,LaToya Jackson,spotify:track:6HnqIYsGMS4ijZl8277Gqo,0.74,0.769,0,-10.636,1,0.0418,0.277,0.000691,0.322,0.97,135.819,277467,4,47.13347,13,1,1,album
Aiming At Your Heart,The Temptations,spotify:track:7rrPu2pv3mEw0gNP1Juwcd,0.572,0.653,0,-10.353,1,0.0802,0.42,0.0,0.085,0.584,97.397,360640,4,35.5602,14,1,1,album
Get On Your Feet,Gloria Estefan,spotify:track:7awBgmQ3B0YscMXPBwE1gQ,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,4,45.06566,10,1,1,album
Bourree 2 (Arr. Eaton),Nigel Eaton,spotify:track:4TYOuRVwteY0koDKdgZLp7,0.386,0.483,7,-18.202,0,0.0353,0.117,0.714,0.109,0.392,117.895,263707,3,80.83547,8,0,1,album
Dinner With Gershwin,Donna Summer,spotify:track:6rXTPwAPz9IvH4Qc5tIq2H,0.704,0.68,5,-11.864,0,0.0388,0.163,0.000144,0.0731,0.72,111.175,280160,4,63.92138,12,1,1,album
Opening Theme,Nobuo Uematsu,spotify:track:26ClwNQ6dTyDtezjWMBJYs,0.349,0.274,5,-10.282,1,0.0272,0.201,0.858,0.0694,0.217,89.945,111827,4,21.75178,7,0,1,album
I.o.u.,Lee Greenwood,spotify:track:3dXSVFWK1s0PgtMrAifdDd,0.345,0.12,7,-21.079,1,0.0344,0.633,0.0,0.13,0.296,130.778,189000,4,46.86596,7,1,1,album
"Serenade for Small Orchestra, Op. 26: I. Allegretto",Malcolm Arnold,spotify:track:7aWn9Nm92eLNzonbL5fRjs,0.191,0.0376,7,-31.854,1,0.0459,0.945,0.475,0.224,0.161,48.214,207667,4,44.10779,7,0,3,compilation
Liar,Grim Reaper,spotify:track:6mkmi55KJgQm9G3XgW04pJ,0.204,0.938,0,-6.364,1,0.158,0.0026,0.174,0.219,0.122,130.212,168620,4,72.30047,7,0,1,album
Enough Is Enough,April Wine,spotify:track:6FK4qvDHaFxbCl5zRRWX2O,0.57,0.931,0,-4.481,1,0.0569,0.377,0.000849,0.0649,0.731,138.879,245600,4,40.71662,12,1,1,compilation
Extérieur,Karl-Heinz Schäfer,spotify:track:7KhnTbamClrQc5JFRLWomA,0.229,0.482,5,-5.937,1,0.0363,0.808,0.826,0.145,0.0368,128.065,182667,4,30.51361,12,0,1,album
Lucretia My Reflection - 12'' Version,Sisters of Mercy,spotify:track:3kJDfttDmnaMEU4gKyZRJU,0.61,0.798,2,-9.248,0,0.038,0.00511,0.775,0.0533,0.783,130.351,591288,4,66.62536,18,0,1,album
Symphonic Suite For Chorus And Orchestra - Part II - Version Two,Georges Delerue,spotify:track:4WaYDOniO45gqyeeWiXgqx,0.259,0.127,9,-16.519,0,0.0389,0.97,0.929,0.105,0.0393,50.383,145360,4,34.40105,6,0,1,album
"Someday, Someway",Robert Gordon,spotify:track:13cFAWqOn5a7sXy4QSoGVL,0.526,0.975,9,-5.116,1,0.206,0.535,0.0,0.24,0.874,167.342,145200,4,20.21401,12,1,1,album
Tonight She Comes,The Cars,spotify:track:5SIYaNaet1KMzNsPJXhUUV,0.655,0.837,5,-7.984,1,0.0264,0.053,0.0137,0.104,0.928,141.68,236733,4,23.1606,9,1,1,compilation
Goodnight Saigon,Billy Joel,spotify:track:5bIwtIednTXz7BHnnoQN06,0.598,0.398,0,-14.208,1,0.0613,0.152,0.0,0.116,0.135,129.125,423267,4,55.17176,15,1,1,album
Cupid/I've Loved You For A Long Time,The Spinners,spotify:track:6zKFVGEDGLtf63Yxpz8kzJ,0.783,0.669,9,-9.438,1,0.043,0.355,0.0,0.0826,0.871,122.772,236693,4,47.20365,11,1,1,compilation
Town,Nobuo Uematsu,spotify:track:2OszI4BDxOt5WsQZOnYVTZ,0.379,0.232,5,-14.849,1,0.0295,0.877,0.877,0.129,0.365,80.297,116307,4,47.52443,7,0,1,album
Don't Fight It,Kenny Loggins with Steve Perry,spotify:track:3zlfCTMl2MfHlYKJfMiO5K,0.42,0.741,2,-9.645,1,0.0487,0.0541,3.59e-06,0.17,0.679,150.127,218067,4,21.21722,11,1,2,album
"Concerto for Flute and Strings, Op. 45: I. Allegro energico",Malcolm Arnold,spotify:track:4CF3SgZiu4OoH2pZ15XNAU,0.245,0.109,2,-21.956,0,0.0522,0.912,0.763,0.196,0.102,68.969,244067,4,68.57096,9,0,4,compilation
Celebration,Kool & The Gang,spotify:track:3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1,-11.806,1,0.0527,0.146,0.0506,0.0767,0.901,121.633,298867,4,33.69688,15,1,1,album
The Allnighter,Glenn Frey,spotify:track:5IKJmKoBPk4z7HoQSIxKtk,0.642,0.709,7,-14.337,0,0.0966,0.398,0.00204,0.296,0.815,162.993,262627,4,74.67475,10,1,1,album
"Wild, Wild West",Kool Moe Dee,spotify:track:0fmjCC6ItD4vixqwLTNGfg,0.669,0.768,1,-9.089,1,0.0562,0.00215,8.93e-06,0.177,0.943,185.884,280840,4,38.2419,12,1,1,album
Blue Thunder,Galaxie 500,spotify:track:0DXsPlfQtOQBFbL0wAaOn6,0.33,0.566,7,-8.587,1,0.0251,0.32,0.681,0.119,0.273,93.157,229813,4,51.84519,8,0,1,album
pilots of purple twilight,Tangerine Dream,spotify:track:5aR918sCuE1j8WS45rJcUQ,0.341,0.339,10,-17.674,0,0.0339,0.584,0.881,0.0825,0.276,119.12,260373,4,86.11815,11,0,1,album
Guns For Hire,AC/DC,spotify:track:01sno3m5rqaFy2YVE1A7LZ,0.488,0.905,9,-3.789,1,0.0485,0.00351,0.373,0.0685,0.805,128.472,204680,4,28.23193,10,1,1,compilation
We Can Get Together,Icehouse,spotify:track:3ZPIpP53m6hh5fMy29fCXj,0.416,0.927,0,-8.504,1,0.163,0.0153,2.3e-06,0.982,0.307,146.131,258514,4,18.78065,15,1,1,album
CC Crew Rap,CC Crew,spotify:track:7dLttrohxQ14ulH6EsATtp,0.749,0.942,1,-5.812,1,0.239,0.317,7e-06,0.057,0.452,123.96,666133,4,52.64577,27,0,1,single
Calm Streams,Nataural,spotify:track:7wCVbiRkj0gJxoljbJkEA7,0.281,0.881,1,-15.288,1,0.738,0.527,1.83e-05,0.944,0.0373,165.826,109134,5,51.98096,4,0,1,album
Memories,Tierra,spotify:track:27xgr7aiYkoUr07b8q6vge,0.48,0.85,9,-7.219,0,0.0896,0.0789,0.00228,0.799,0.643,136.778,387347,4,30.88459,16,1,1,compilation
Promises In The Dark,Pat Benatar,spotify:track:53KWO4rVgaRhXJoKulnF0D,0.278,0.747,5,-5.586,1,0.0423,0.0954,0.000241,0.268,0.383,158.035,251507,4,67.24102,8,1,1,compilation
My Ever Changing Moods,The Style Council,spotify:track:4vk81xgPsTv0auIZh0cvGK,0.54,0.413,11,-8.277,1,0.0283,0.859,1.32e-06,0.106,0.436,127.205,217427,4,31.31632,14,1,1,album
I Want To Be Your Property,Blue Mercedes,spotify:track:0Y989HrdtsuDMXbzbPGAnS,0.645,0.887,5,-9.29,1,0.0421,0.0275,0.275,0.147,0.934,120.086,195667,4,54.60665,8,1,1,album
The Stroke,Billy Squier,spotify:track:52KvuGmgcgRdrLMXOtda0E,0.67,0.591,7,-6.012,1,0.0646,0.62,0.0,0.373,0.8,91.439,217613,4,76.97571,6,1,1,album
She's Strange,Cameo,spotify:track:0oVuEBuDji6DeIafDGMUZj,0.769,0.719,5,-9.568,0,0.0475,0.0476,9.69e-05,0.337,0.815,109.733,157773,4,21.38258,9,1,1,album
Wot's It To Ya,Robbie Nevil,spotify:track:71MtbBxubNeGjvr9McwfuP,0.732,0.738,7,-12.224,1,0.0388,0.414,2.31e-06,0.504,0.921,91.576,227827,4,42.49223,12,1,1,album
Think About Me,Fleetwood Mac,spotify:track:1Q5kDGREVR7mcTjhvuFLm1,0.684,0.679,0,-8.891,1,0.0255,0.00448,0.00832,0.112,0.783,116.603,164333,4,50.72697,8,1,1,album
Cool Night,Paul Davis,spotify:track:29KyVqHekckVGfxHn8QS7m,0.576,0.528,2,-5.236,0,0.0258,0.67,0.0,0.347,0.663,107.21,218827,4,35.6379,11,1,1,album
I Want Candy,Bow Wow Wow,spotify:track:6J8IwGX3oHi7x9B57vmMMW,0.686,0.649,7,-12.935,1,0.0642,0.00623,0.0625,0.0592,0.76,109.984,164533,4,94.39653,5,1,1,compilation
The Band Played Waltzing Matilda,The Pogues,spotify:track:1O2SlAUcjIoFFt9vpI3P1i,0.634,0.132,9,-20.226,1,0.0344,0.457,0.000229,0.125,0.197,104.788,490480,3,21.64147,25,0,1,album
Crazy Rhythms,The Feelies,spotify:track:2Dgvly4PW3GIBCPD6YiBae,0.471,0.672,9,-9.433,1,0.0424,0.0148,0.351,0.0764,0.239,122.599,370920,4,37.85249,13,0,1,album
A Penny For Your Thoughts,Tavares,spotify:track:4JC90rQSqwMAhekHuu2hCj,0.537,0.469,0,-7.941,1,0.0324,0.6,0.0,0.109,0.363,136.536,270067,4,51.4537,9,1,1,album
Maria Querida - Remasterizado,Los Rebeldes,spotify:track:4BGx3u5GyF08gjLAQxBvTh,0.318,0.731,7,-7.062,1,0.0489,0.382,0.0,0.421,0.779,49.423,226600,4,15.98632,12,0,1,compilation
Stronger Than Before,Carole Bayer Sager,spotify:track:2udjGvdchrDPVGk2TCpcl2,0.556,0.32,5,-15.345,0,0.0559,0.493,0.0,0.138,0.484,78.32,214617,4,47.96289,8,1,1,album
Tonite,The Go-Go's,spotify:track:6DaKFvFC18PLGrLtEYcnUY,0.554,0.903,4,-5.951,0,0.0302,0.375,0.000222,0.117,0.923,106.466,215067,4,31.66979,9,0,1,album
Where The Streets Have No Name,U2,spotify:track:4qgZs0RNjdzKAS22lP0QjY,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4,29.19449,15,1,1,album
"Oh, Lady Be Good",Benny Goodman Trio,spotify:track:1BVXsXFvHHNHnJ4KRFaP6R,0.614,0.306,7,-14.475,1,0.0432,0.943,0.753,0.134,0.942,176.607,182333,4,50.28843,8,0,4,album
Didn't I (Blow Your Mind),New Kids On The Block,spotify:track:3UxhGH45xEy6J2JJwm3izJ,0.641,0.43,1,-13.314,0,0.0283,0.306,0.0,0.162,0.506,137.807,265040,4,43.52508,13,1,1,album
Memory,Barry Manilow,spotify:track:3BKgKo6yH6fyRwKPGLddc4,0.277,0.289,6,-11.804,0,0.0267,0.357,1.75e-06,0.141,0.0559,81.949,297787,3,29.00536,13,1,1,album
